08/24/2009,155.9090
08/25/2009,156.0480
08/26/2009,154.4070
08/27/2009,153.3840
08/28/2009,152.0760
08/29/2009,152.7460
08/30/2009,152.5320
08/31/2009,152.510
09/01/2009,151.090
09/02/2009,151.2310
09/03/2009,150.0290
09/04/2009,150.7650
09/05/2009,151.7160
09/06/2009,152.5610
09/07/2009,152.560
09/08/2009,152.5480
09/09/2009,152.1590
09/10/2009,152.4720
09/11/2009,152.5520
09/12/2009,151.9410
09/13/2009,151.2350
09/14/2009,151.210
09/15/2009,150.480
09/16/2009,150.7170
09/17/2009,149.6750
09/18/2009,150.2580
09/19/2009,149.1970
09/20/2009,148.6470
09/21/2009,148.6330
09/22/2009,148.9270
09/23/2009,149.1140
09/24/2009,149.3630
09/25/2009,147.7340
09/26/2009,144.5640
09/27/2009,143.160
09/28/2009,143.1730
09/29/2009,141.7880
09/30/2009,143.2720
10/01/2009,143.7950
10/02/2009,143.5150
10/03/2009,142.3020
10/04/2009,143.3190
10/05/2009,143.2990
10/06/2009,143.1950
10/07/2009,142.0330
10/08/2009,141.1280
10/09/2009,141.7790
10/10/2009,142.4550
10/11/2009,142.3020
10/12/2009,142.2740
10/13/2009,142.3460
10/14/2009,142.0150
10/15/2009,142.6760
10/16/2009,145.3160
10/17/2009,148.4580
10/18/2009,148.7620
10/19/2009,148.7360
10/20/2009,148.3060
10/21/2009,148.4570
10/22/2009,149.9490
10/23/2009,151.4050
10/24/2009,151.3550
10/25/2009,150.1970
10/26/2009,150.1710
10/27/2009,150.0240
10/28/2009,150.5070
10/29/2009,149.2970
10/30/2009,149.5220
10/31/2009,150.3140
11/01/2009,148.320
11/02/2009,148.2750
11/03/2009,147.8010
11/04/2009,147.7160
11/05/2009,149.4060
11/06/2009,149.780
11/07/2009,150.0430
11/08/2009,149.4250
11/09/2009,149.4740
11/10/2009,150.5760
11/11/2009,150.2530
11/12/2009,149.7680
11/13/2009,149.1370
11/14/2009,149.7260
11/15/2009,149.4520
11/16/2009,149.4920
11/17/2009,149.7690
11/18/2009,149.8850
11/19/2009,149.8730
11/20/2009,148.5450
11/21/2009,147.440
11/22/2009,146.8220
11/23/2009,146.8090
